abstract,keywords,author,url,doi,issn,year,pages,volume,journal,title,ENTRYTYPE,ID,note
"Unsupervised ensemble learning refers to methods devised for a particular task that combine data provided by decision learners taking into account their reliability, which is usually inferred from the data. Here, the variant calling step of the next generation sequencing technologies is formulated as an unsupervised ensemble classification problem. A variant calling algorithm based on the expectation-maximization algorithm is further proposed that estimates the maximum-a-posteriori decision among a number of classes larger than the number of different labels provided by the learners. Experimental results with real human DNA sequencing data show that the proposed algorithm is competitive compared to state-of-the-art variant callers as GATK, HTSLIB, and Platypus.","Expectation maximization algorithm, Variant calling, Genome sequencing, Unsupervised multi-class ensemble classifier, GATK",Alba PagÃ¨s-Zamora and Idoia Ochoa and Gonzalo Ruiz Cavero and Pol Villalvilla-Ornat,https://www.sciencedirect.com/science/article/pii/S0031320322002023,https://doi.org/10.1016/j.patcog.2022.108721,0031-3203,2022,108721,129,Pattern Recognition,Unsupervised ensemble learning for genome sequencing,article,PAGESZAMORA2022108721,
"Recognition of glomeruli lesions is the key for diagnosis and treatment planning in kidney pathology; however, the coexisting glomerular structures such as mesangial regions exacerbate the difficulties of this task. In this paper, we introduce a scheme to recognize fine-grained glomeruli lesions from whole slide images. First, a focal instance structural similarity loss is proposed to drive the model to locate all types of glomeruli precisely. Then an Uncertainty Aided Apportionment Network is designed to carry out the fine-grained visual classification without bounding-box annotations. This double branch-shaped structure extracts common features of the child class from the parent class and produces the uncertainty factor for reconstituting the training dataset. Results of slide-wise evaluation illustrate the effectiveness of the entire scheme, with an 8â22% improvement of the mean Average Precision compared with remarkable detection methods. The comprehensive results clearly demonstrate the effectiveness of the proposed method.","Deep convolutional neural network, Glomerulus segmentation, Fine-grained lesion classification, Uncertainty assessment, Kidney pathology",Yang Nan and Fengyi Li and Peng Tang and Guyue Zhang and Caihong Zeng and Guotong Xie and Zhihong Liu and Guang Yang,https://www.sciencedirect.com/science/article/pii/S0031320322001297,https://doi.org/10.1016/j.patcog.2022.108648,0031-3203,2022,108648,127,Pattern Recognition,Automatic fine-grained glomerular lesion recognition in kidney pathology,article,NAN2022108648,
"Locating the centers before assigning clustering labels is a traditional routine of clustering methods, which also limits the development of new clustering ideas. In this paper, we achieve the clustering task by firstly identifying the boundary points in the feature space, and then we shrink the boundary points to allocate the un-clustered points. Concretely, we propose a Centroid Drift (CD) metric and a Boundary Shrinkage (BS) strategy to detect boundary points in the feature space and allocate labels for un-clustered points, respectively. Both the CD and BS are closely related to the pre-computed k-nearest neighbor matrix, contributing to the decrease of algorithm parameters. Moreover, the common problems of noise points and non-uniform density distribution of data points in clustering task can also be alleviated with our proposed large value suppression and normalization of k-nearest neighbor distance techniques. The experiments on synthetic datasets, real-world face image datasets and hyperspectral images demonstrate the superiorities of our proposed clustering framework.","Clustering, Centroid drift, Boundary detection",Hui Qv and Tao Ma and Xinyi Tong and Xuhui Huang and Zhe Ma and Jiehong Feng,https://www.sciencedirect.com/science/article/pii/S0031320322002266,https://doi.org/10.1016/j.patcog.2022.108745,0031-3203,2022,108745,129,Pattern Recognition,Clustering by centroid drift and boundary shrinkage,article,QV2022108745,
"The biometric authentication system using electrocardiogram (ECG) may protect individualsâ privacy and prevent identity frauds. Researchers have demonstrated that ECG is suitable for biometrics use due to its pervasiveness, immutability, measurability, acceptance, and individuality. However, ECGâs statistical independence for biometric authentication has yet to be substantiated. Thereby, this paper proposes a novel model to evaluate the statistical independence of ECG among individuals using heartbeat morphological features. The signal is qualitatively improved and heartbeat features are extracted using signal processing techniques. Three classes of features such as interval, amplitude, and angle are extracted from each heartbeat. The hypothesis estimating the probability of resemblance of interval, amplitude, and angle classes of features is derived. The accumulated effect of these classes of features measure the statistical independence of ECG. Further, the proposed model of statistical independence of ECG biometrics is validated by comparing the statistical performance with the empirical performance of the ECG verification system. The empirical performance is estimated using three different ECG biometric methods, i.e., traditional intraclass-interclass features, artificial neural network, and convolutional neural network. The false resemblance probabilities of heartbeats among individuals computed for four interval class features, five amplitude class features, and five angle class features are found to be 3.4Ã10â6, 1.0Ã10â7, and 3.9Ã10â8, respectively. The cumulative probability of resemblance computed using fourteen heartbeat features of interval, amplitude, and angle classes is found as 1.3Ã10â20.","Biometric authentication, Electrocardiogram, Statistical independence, Probability of resemblance",Ranjeet Srivastva and Yogendra Narain Singh and Ashutosh Singh,https://www.sciencedirect.com/science/article/pii/S0031320322001212,https://doi.org/10.1016/j.patcog.2022.108640,0031-3203,2022,108640,127,Pattern Recognition,Statistical independence of ECG for biometric authentication,article,SRIVASTVA2022108640,
"Color transfer, which plays a key role in image editing, has attracted noticeable attention recently. It has remained a challenge to date due to various issues such as time-consuming manual adjustments and prior segmentation issues. In this paper, we propose to model color transfer under a probability framework and cast it as a parameter estimation problem. In particular, we relate the transferred image with the example image under the Gaussian Mixture Model (GMM) and regard the transferred image color as the GMM centroids. We employ the Expectation-Maximization (EM) algorithm (E-step and M-step) for optimization. To better preserve gradient information, we introduce a Laplacian based regularization term to the objective function at the M-step which is solved by deriving a gradient descent algorithm. Given the input of a source image and an example image, our method is able to generate multiple color transfer results with increasing EM iterations. Extensive experiments show that our approach generally outperforms other competitive color transfer methods, both visually and quantitatively.","Color transfer, Gaussian mixture model, EM optimization",Chunzhi Gu and Xuequan Lu and Chao Zhang,https://www.sciencedirect.com/science/article/pii/S0031320322001972,https://doi.org/10.1016/j.patcog.2022.108716,0031-3203,2022,108716,129,Pattern Recognition,Example-based color transfer with Gaussian mixture modeling,article,GU2022108716,
"Weakly supervised object localization locates objects based on the localization map generated from the classification network. However, most existing methods utilize the information of the target class to locate objects based on the feature map of a single image, which ignores both the relationships of inter-class and intra-class. In this work, we propose a Gradient-based Refined Class Activation Map (GRCAM) approach to achieve more accurate localization. Two kinds of gradients are applied to reveal the relationships of inter-class and intra-class during the testing stage. First, we exploit the gradients of the classification loss function concerning the feature map to enhance class-specific information. The gradients of classification loss reveal the connection among the predicted probabilities of all classes. Second, we design a regression function that refers to the loss between the pseudo-bounding box coordinates containing category consistency and the predicted coordinates generated from the localization map. The predicted coordinates are revised by the gradients of the regression function. The gradients of the regression function reveal the consistency within a class. Despite the apparent simplicity, we demonstrate the advantages of GRCAM on ILSVRC and CUB-200-2011 in extensive experiments. Especially, on ILSVRC dataset, the proposed GRCAM achieves a new state-of-the-art Top-1 localization error of 42.94%.","Weakly supervised object localization, Gradients of loss function, Class-specific mask, Bounding box revision, Category consistency",Wenjun Hui and Chuangchuang Tan and Guanghua Gu and Yao Zhao,https://www.sciencedirect.com/science/article/pii/S0031320322001455,https://doi.org/10.1016/j.patcog.2022.108664,0031-3203,2022,108664,128,Pattern Recognition,Gradient-based refined class activation map for weakly supervised object localization,article,HUI2022108664,
"We consider a rank regression setting, in which a dataset of N samples with features in Rd is ranked by an oracle via M pairwise comparisons. Specifically, there exists a latent total ordering of the samples; when presented with a pair of samples, a noisy oracle identifies the one ranked higher with respect to the underlying total ordering. A learner observes a dataset of such comparisons and wishes to regress sample ranks from their features. We show that to learn the model parameters with Ïµ>0 accuracy, it suffices to conduct MâÎ©(dNlog3N/Ïµ2) comparisons uniformly at random when N is Î©(d/Ïµ2).","Sample complexity, Rank regression, Pairwise comparisons, Features",Berkan KadÄ±oÄlu and Peng Tian and Jennifer Dy and Deniz ErdoÄmuÅ and Stratis Ioannidis,https://www.sciencedirect.com/science/article/pii/S0031320322001698,https://doi.org/10.1016/j.patcog.2022.108688,0031-3203,2022,108688,130,Pattern Recognition,Sample complexity of rank regression using pairwise comparisons,article,KADIOGLU2022108688,
"Nakagami distribution and related imaging methods are very efficient in diagnostic ultrasonography for visualization and characterization of tissues for years. Abnormalities in tissues are distinguished from surrounding cells by application of the distribution ruled by the Nakagami m-parameter. The potential of discrimination in ultrasonography enables intelligent segmentation of lesions by other diagnostic tools and the imaging technique is very promising in other areas of medicine, like magnetic resonance imaging (MRI) for brain lesion identification, as presented in this paper. Therefore, we propose a novel Nakagami-Fuzzy imaging framework for intelligent and fully automated suspicious region segmentation from axial FLAIR MRI images exhibiting brain tumor characteristics to satisfy ground truth images with different precision levels. The images from MRI data set are processed by applying Nakagami distribution from pre-Rayleigh to post-Rayleigh for adjusting m-parameter. Amorphous and non-homogenous suspicious regions revealed by Nakagami imaging are segmented using customized Fuzzy 2-means to compare with two types of binary ground truths. The framework we propose is an outstanding example of fuzzy-based expert systems providing an average of 92.61% dice score for the main clinical experiment we conducted using the images and two types of ground truths provided by University of Hospital, Hradec Kralove. We also tested our framework by the BraTS 2012 and BraTS 2020 datasets and achieved an average of 91.88% and 89.25% dice scores respectively, which are competitive among the relevant researches.","Nakagami imaging, Fuzzy c-means, Lesion segmentation, MRI, BraTS",Orcan Alpar and Rafael Dolezal and Pavel Ryska and Ondrej Krejcar,https://www.sciencedirect.com/science/article/pii/S003132032200156X,https://doi.org/10.1016/j.patcog.2022.108675,0031-3203,2022,108675,128,Pattern Recognition,Nakagami-Fuzzy imaging framework for precise lesion segmentation in MRI,article,ALPAR2022108675,
"Existing Few-Shot Learning (FSL) methods learn and recognize new classes with the help of prior knowledge. However, they cannot handle this task well in a cross-domain scenario when training and testing sets are from different domains, since the fact that prior knowledge in different domains often varies greatly. To solve this problem, in this paper, we propose a few-shot domain generalization method, which is designed to extract relationship embeddings using Forget-Update Modules named FUM. The relationship embedding considers valuable relational information between samples in a specific task, and the forget-update module takes into account differences between domains and adjusts the distribution of relational embeddings through forgetting and updating mechanisms based on specific tasks. To evaluate the few-shot domain generalization ability of FUM, extensive experiments on eight cross-domain scenarios and six same-domain scenarios are conducted, and the results show that FUM achieves superior performances compared to recent few-shot learning methods. Visualization results also show that the distribution of the relationship embeddings extracted by FUM has stronger few-shot domain generalization ability than the feature embeddings used in the existing FSL methods.","Few-shot classification, Domain adaptation, Few-shot domain generalization",Minglei Yuan and Chunhao Cai and Tong Lu and Yirui Wu and Qian Xu and Shijie Zhou,https://www.sciencedirect.com/science/article/pii/S0031320322001856,https://doi.org/10.1016/j.patcog.2022.108704,0031-3203,2022,108704,129,Pattern Recognition,A novel forget-update module for few-shot domain generalization,article,YUAN2022108704,
"Neural architecture search (NAS) has emerged in many domains to jointly learn the architectures and weights of neural networks. The core spirit behind NAS is to automatically search neural architectures for target tasks with better performance-efficiency trade-offs. However, existing approaches emphasize on only searching a single architecture with less human intervention to replace a human-designed neural network, yet making the search process almost independent of the domain knowledge. In this paper, we aim to apply NAS for human pose estimation and we ask: when NAS meets this localization task, can the articulated human body structure help to search better task-specific architectures? To this end, we first design a new neural architecture search space, Cell-based Neural Fabric (CNF), to learn micro as well as macro neural architecture using a differentiable search strategy. Then, by viewing locating human parts as multiple disentangled prediction sub-tasks, we exploit the compositionality of human body structure as guidance to search multiple part-specific CNFs specialized for different human parts. After the search, all these part-specific neural fabrics have been tailored with distinct micro and macro architecture parameters. The results show that such knowledge-guided NAS-based model outperforms a hand-crafted part-based baseline model, and the resulting multiple part-specific architectures gain significant performance improvement against a single NAS-based architecture for the whole body. The experiments on MPII and COCO datasets show that our models11Code is available at https://github.com/yangsenius/PoseNFS. achieve comparable performance against the state-of-the-art methods while being relatively lightweight.","Human pose estimation, Neural architecture search, Cell-based neural fabrics, Micro and macro search space, Prior knowledge, Part-specific",Sen Yang and Wankou Yang and Zhen Cui,https://www.sciencedirect.com/science/article/pii/S0031320322001339,https://doi.org/10.1016/j.patcog.2022.108652,0031-3203,2022,108652,128,Pattern Recognition,Searching part-specific neural fabrics for human pose estimation,article,YANG2022108652,
"With a limited query budget and only the final decision of a target model, how to find adversarial examples with low-magnitude distortion has attracted great attention among researchers. Recent solutions to this issue made use of the estimated normal vector at a boundary data point to search for adversarial examples. However, since the sampling independence between two sampling epochs, they still suffer from a prohibitively high query budget, which will get worse when the dimensionality of the attacked samples get increased. To push for further development, in this paper, we pay attention to a query-efficient method to estimate the normal vector for decision-based attack in high-dimensional space. Specifically, we propose a simple yet effective normal vector estimation framework for high-dimension decision-based attack via Sampling Distribution Reshaping, dubbed SDR. Next, SDR is incorporated into general geometric attack framework. Briefly, SDR leverages all the historically sampled noise to build a guiding vector, which will be used to reshape the next sampling distribution. Besides, we also extend SDR to different âp norms for p={2,â} and deploy low-frequency constraint to enhance the performance of SDR. Compared to peer decision-based attacks, SDR can reach the competitive âp norms for p={2,â}, according to extensive experimental evaluations against both defended and undefended classifiers. Since the simplicity and effectiveness of SDR, we think that reshaping the sampling distribution deserves further research in future works.","Adversarial examples, Decision-based attack, Image classification, Normal vector estimation, Distribution reshaping",Xuxiang Sun and Gong Cheng and Lei Pei and Junwei Han,https://www.sciencedirect.com/science/article/pii/S0031320322002096,https://doi.org/10.1016/j.patcog.2022.108728,0031-3203,2022,108728,129,Pattern Recognition,Query-efficient decision-based attack via sampling distribution reshaping,article,SUN2022108728,
"Imputation of missing data is an important but challenging issue because we do not know the underlying distribution of the missing data. Previous imputation models have addressed this problem by assuming specific kinds of missing distributions. However, in practice, the mechanism of the missing data is unknown, so the most general case of missing pattern needs to be considered for successful imputation. In this paper, we present cycle-consistent imputation adversarial networks to discover the underlying distribution of missing patterns closely under some relaxations. Using adversarial training, our model successfully learns the most general case of missing patterns. Therefore our method can be applied to a wide variety of imputation problems. We empirically evaluated the proposed method with numerical and image data. The result shows that our method yields the state-of-the-art performance quantitatively and qualitatively on standard datasets.","Imputation, Missing data, Cycle-consistent",Woojin Lee and Sungyoon Lee and Junyoung Byun and Hoki Kim and Jaewook Lee,https://www.sciencedirect.com/science/article/pii/S0031320322002011,https://doi.org/10.1016/j.patcog.2022.108720,0031-3203,2022,108720,129,Pattern Recognition,Variational cycle-consistent imputation adversarial networks for general missing patterns,article,LEE2022108720,
"Random Vector Functional Link (RVFL) Networks have received a lot of attention due to the fast training speed as the non-iterative solution characteristic. Currently, the main research direction of RVFLs has supervised learning, including semi-supervised and multi-label. There are hardly any unsupervised research results for RVFLs. In this paper, we propose the unsupervised RVFL (usRVFL), and the unsupervised framework is generic that can be used with other RVFL variants, thus we extend it to an ensemble deep variant, unsupervised deep RVFL (usdRVFL). The unsupervised method is based on the manifold regularization while the deep variant is related to the consensus clustering method, which can increase the capability and diversity of RVFLs. Our unsupervised approaches also benefit from fast training speed, even the deep variant offers a very competitive computation efficiency. Empirical experiments on several benchmark datasets demonstrated the effectiveness of the proposed algorithms.","Random vector functional link, Unsupervised learning, Consensus clustering, Manifold regularization",Minghui Hu and P.N. Suganthan,https://www.sciencedirect.com/science/article/pii/S0031320322002254,https://doi.org/10.1016/j.patcog.2022.108744,0031-3203,2022,108744,129,Pattern Recognition,Representation learning using deep random vector functional link networks for clustering,article,HU2022108744,
"Accurate segmentation of brain magnetic resonance images is a key step in quantitative analysis of brain images. Finite mixture model is one of the most widely used methods in brain magnetic resonance image segmentation. However, due to the presence of intensity inhomogeneity artifact and noise, the image histogram distribution of brain MR images may follow a heavy tailed distribution or asymmetric distribution, which makes traditional finite mixture model, such as Gaussian mixture model, hard to achieve accurate segmentation results. To alleviate these problems, a novel spatially constrained finite skew studentâs-t mixture model is proposed in this paper. Firstly, we propose anisotropic two-level spatial information, which combines the prior and posterior probabilities, to reduce the impact of noise. The proposed spatial information can preserve rich details, such as edges and corners. Secondly, we couple the anisotropic spatial information into the skew studentâs-t distribution to fit the intensity distribution of observation data with heavy tail distribution or asymmetric distribution. Thirdly, we use a linear combination of a set of orthogonal basis functions to model the intensity inhomogeneities. Finally, the objective function integrates both tissue segmentation and the bias field estimation. In the implementation, we used an improved expectation maximization (EM) algorithm to estimate the model parameters. The experimental results of our model on synthetic data and brain magnetic resonance images are better than other state-of-the-art segmentation methods.","Bias field, EM Algorithm, Skew studentâs-t distribution, Two-level spatial information",Ning Cheng and Chunzheng Cao and Jianwei Yang and Zhichao Zhang and Yunjie Chen,https://www.sciencedirect.com/science/article/pii/S003132032200139X,https://doi.org/10.1016/j.patcog.2022.108658,0031-3203,2022,108658,128,Pattern Recognition,A spatially constrained skew Studentâs-t mixture model for brain MR image segmentation and bias field correction,article,CHENG2022108658,
"Clustering is a subjective task, that is, several different results can be obtained from a single clustering hierarchy, depending on the observation scale. A local view of the data may necessitate more clusters, whereas a global view requires fewer clusters. It is, therefore, important to provide users with an appropriate clustering hierarchy and let them select the final clustering result based on their own observation scale. Thus, a new clustering method, named connection center evolution (CCE), was recently developed by Geng and Tang (2020). CCE provides gradual clustering results by iteratively merging cluster centers. However, theoretical evidence for its convergence is missing, and the center evolution requires a connectivity matrix of a significantly higher order as iterations proceed, resulting in higher computational costs. Accordingly, we present a convergence analysis of CCE using the properties of ergodic Markov chains and propose a faster algorithm using the enhanced connectivity graph derived from the convergence analysis. Empirical evidence from numerical experiments and theoretical proofs demonstrate the advantages of the proposed method.","Clustering, Center evolution, Convergence analysis, Ergodic Markov chain, Faster algorithm",Jaemin Lee and Minseok Han and Jong-Seok Lee,https://www.sciencedirect.com/science/article/pii/S0031320322001200,https://doi.org/10.1016/j.patcog.2022.108639,0031-3203,2022,108639,127,Pattern Recognition,Convergence analysis of connection center evolution and faster clustering,article,LEE2022108639,
"This paper presents an effective method for multiple talker localisation using only a single microphone in a room. One of the main challenge here is obtaining a model that can be used for estimating the localization parameter. This model must be sensitive to all possible speaker locations and correctly discriminate their positions. The reverberant speech signal in a room environment can be composited by the clean speech and the acoustic transfer function (ATF). The ATF is a useful tool to describe changes of the speech source, and the approaches based on ATF can thus be used to identify talker localizations with a single microphone. This paper presents two methods, referred to as Composite Reverberant Speech (CRS) model and Direct Training Reverberant Speech (DTRS) model, and uses these methods for obtaining the ATF of a room. The approaches based on proposed methods can successfully and accurately process multi-talker localization task with single microphone. Experiments also demonstrate the effectiveness of the proposed methods.","Gaussian mixture model (GMM), Acoustic transfer function (ATF), Talker localization",Xingchen Guo and Xuexin Xu and Xunquan Chen and Jinhui Chen and Rong Jia and Zhihong Zhang and Tetsuya Takiguchi and Edwin R. Hancock,https://www.sciencedirect.com/science/article/pii/S0031320322001960,https://doi.org/10.1016/j.patcog.2022.108715,0031-3203,2022,108715,129,Pattern Recognition,Direction of arrival estimation for indoor environments based on acoustic composition model with a single microphone,article,GUO2022108715,
"Weakly supervised semantic segmentation is a challenging task that only takes image-level labels as supervision but produces pixel-level predictions for testing. To address such a challenging task, most current approaches generate pseudo pixel masks first that are then fed into a separate semantic segmentation network. However, these two-step approaches suffer from high complexity and being hard to train as a whole. In this work, we harness the image-level labels to produce reliable pixel-level annotations and design a fully end-to-end network to learn to predict segmentation maps. Concretely, we firstly leverage an image classification branch to generate class activation maps for the annotated categories, which are further pruned into tiny reliable object/background regions. Such reliable regions are then directly served as ground-truth labels for the segmentation branch, where both global information and local information sub-branches are used to generate accurate pixel-level predictions. Furthermore, a new joint loss is proposed that considers both shallow and high-level features. Despite its apparent simplicity, our end-to-end solution achieves competitive mIoU scores (val: 65.4%, test: 65.3%) on Pascal VOC compared with the two-step counterparts. By extending our one-step method to two-step, we get a new state-of-the-art performance on the Pascal VOC 2012 dataset(val: 69.3%, test: 69.2%). Code is available at: https://github.com/zbf1991/RRM.","Weakly supervised, Semantic segmentation, End-to-end, Attention",Bingfeng Zhang and Jimin Xiao and Yunchao Wei and Kaizhu Huang and Shan Luo and Yao Zhao,https://www.sciencedirect.com/science/article/pii/S0031320322001443,https://doi.org/10.1016/j.patcog.2022.108663,0031-3203,2022,108663,128,Pattern Recognition,End-to-end weakly supervised semantic segmentation with reliable region mining,article,ZHANG2022108663,
"Kleinberg introduced three natural clustering properties, or axioms, and showed they cannot be simultaneously satisfied by any clustering algorithm. We present a new clustering property, Monotonic Consistency, which avoids the well-known problematic behaviour of Kleinbergâs Consistency axiom, and the impossibility result. Namely, we describe a clustering algorithm, Morse Clustering, inspired by Morse Theory in Differential Topology, which satisfies Kleinbergâs original axioms with Consistency replaced by Monotonic Consistency. Morse clustering uncovers the underlying flow structure on a set or graph and returns a partition into trees representing basins of attraction of critical vertices. We also generalise Kleinbergâs axiomatic approach to sparse graphs, showing an impossibility result for Consistency, and a possibility result for Monotonic Consistency and Morse clustering.","Data clustering, Graph clustering, Axiomatic clustering, Morse theory, Morse flow",Fabio Strazzeri and RubÃ©n J. SÃ¡nchez-GarcÃ­a,https://www.sciencedirect.com/science/article/pii/S0031320322001686,https://doi.org/10.1016/j.patcog.2022.108687,0031-3203,2022,108687,128,Pattern Recognition,Possibility results for graph clustering: A novel consistency axiom,article,STRAZZERI2022108687,
"Moving Objects Segmentation (MOS) is a fundamental task in many computer vision applications such as human activity analysis, visual object tracking, content based video search, traffic monitoring, surveillance, and security. MOS becomes challenging due to abrupt illumination variations, dynamic backgrounds, camouflage and scenes with bootstrapping. To address these challenges we propose a MOS algorithm exploiting multiple adversarial regularizations including conventional as well as least squares losses. More specifically, our model is trained on scene background images with the help of cross-entropy loss, least squares adversarial loss and â1 loss in image space working jointly to learn the dynamic background changes. During testing, our proposed method aims to generate test image background scenes by searching optimal noise samples using joint minimization of â1 loss in image space, â1 loss in feature space, and discriminator least squares loss. These loss functions force the generator to synthesize dynamic backgrounds similar to the test sequences which upon subtraction results in moving objects segmentation. Experimental evaluations on five benchmark datasets have shown excellent performance of the proposed algorithm compared to the twenty one existing state-of-the-art methods.","Moving objects segmentation, Generative adversarial network, Background subtraction",Maryam Sultana and Arif Mahmood and Soon Ki Jung,https://www.sciencedirect.com/science/article/pii/S003132032200200X,https://doi.org/10.1016/j.patcog.2022.108719,0031-3203,2022,108719,129,Pattern Recognition,Unsupervised moving object segmentation using background subtraction and optimal adversarial noise sample search,article,SULTANA2022108719,
"In contemporary society, surveillance anomaly detection, i.e., spotting anomalous events such as crimes or accidents in surveillance videos, is a critical task. As anomalies occur rarely, most training data consists of unlabeled videos without anomalous events, which makes the task challenging. Most existing methods use an autoencoder (AE) to learn to reconstruct normal videos; they then detect anomalies based on their failure to reconstruct the appearance of abnormal scenes. However, because anomalies are distinguished by appearance as well as motion, many previous approaches have explicitly separated appearance and motion informationfor example, using a pre-trained optical flow model. This explicit separation restricts reciprocal representation capabilities between two types of information. In contrast, we propose an implicit two-path AE (ITAE), a structure in which two encoders implicitly model appearance and motion features, along with a single decoder that combines them to learn normal video patterns. For the complex distribution of normal scenes, we suggest normal density estimation of ITAE features through normalizing flow (NF)-based generative models to learn the tractable likelihoods and identify anomalies using out-of-distribution detection. NF models intensify ITAE performance by learning normality through implicitly learned features. Finally, we demonstrate the effectiveness of ITAE and its feature distribution modeling on six benchmarks, including databases that contain various anomalies in real-world scenarios.","Video anomaly detection, Surveillance system, AutoEncoder, Normalizing flow",MyeongAh Cho and Taeoh Kim and Woo Jin Kim and Suhwan Cho and Sangyoun Lee,https://www.sciencedirect.com/science/article/pii/S0031320322001844,https://doi.org/10.1016/j.patcog.2022.108703,0031-3203,2022,108703,129,Pattern Recognition,Unsupervised video anomaly detection via normalizing flows with implicit latent features,article,CHO2022108703,
"Attribute reduction is one of the important applications in fuzzy rough set theory. However, most attribute reduction methods in fuzzy rough theory mainly focus on removing irrelevant or redundant attributes. There are few reports about the method of considering attribute interaction. For this reason, this paper proposes an interactive attribute reduction method for unlabeled mixed data. First, some uncertainty measures based on fuzzy complementary entropy are further defined. Then, based on the proposed uncertainty measure, the attribute evaluation criteria of maximal information, minimal redundancy, and maximal interactivity are developed respectively. As a result, the evaluation index of the attribute importance is established by using the idea of unsupervised maximal information-minimal redundancy-maximal interactivity. Finally, a corresponding algorithm is designed to select attributes. The experimental results show that the proposed algorithm has better performance.","Fuzzy rough set theory, Unsupervised attribute reduction, Complementary entropy, Maximal information, Minimal redundancy, Maximal interactivity, Mixed data",Zhong Yuan and Hongmei Chen and Tianrui Li,https://www.sciencedirect.com/science/article/pii/S0031320322001327,https://doi.org/10.1016/j.patcog.2022.108651,0031-3203,2022,108651,127,Pattern Recognition,Exploring interactive attribute reduction via fuzzy complementary entropy for unlabeled mixed data,article,YUAN2022108651,
"This paper presents SPARE, a self-supervised part erasing framework for ultra-fine-grained visual categorization. The key insight of our model is to learn discriminative representations by encoding a self-supervised module that performs random part erasing and prediction on the contextual position of the erased parts. This drives the network to exploit intrinsic structure of data, i.e., understanding and recognizing the contextual information of the objects, thus facilitating more discriminative part-level representation. This also enhances the learning capability of the model by introducing more diversified training part segments with semantic meaning. We demonstrate that our approach is able to achieve strong performance on seven publicly available datasets covering ultra-fine-grained visual categorization and fine-grained visual categorization tasks.","Self-Supervised part erasing, Ultra-fine-grained visual categorization, Fine-grained visual categorization, Random part erasing, Weakly-supervised part segmentation",Xiaohan Yu and Yang Zhao and Yongsheng Gao,https://www.sciencedirect.com/science/article/pii/S0031320322001728,https://doi.org/10.1016/j.patcog.2022.108691,0031-3203,2022,108691,128,Pattern Recognition,SPARE: Self-supervised part erasing for ultra-fine-grained visual categorization,article,YU2022108691,
"Data augmentation via randomly combining training instances and interpolating the corresponding labels has shown impressive gains in image classification. However, model attention regions are not necessarily meaningful in class semantics, especially for the case of limited supervision. In this paper, we present a semi-supervised classification model based on Class-Ambiguous Data with Attention Regularization, which is referred to as CADAR. Specifically, we adopt a Random Regional Interpolation (RRI) module to construct complex and effective class-ambiguous data, such that the model behavior can be regularized around decision boundaries. By aggregating the parameters of a classification network over training epochs to produce more reliable predictions on unlabeled data, RRI can also be applied to them as well as labeled data. Further, the classifier is enforced to apply consistent attention on the original and constructed data. This is important for inducing the model to learn discriminative features from the class-related regions. The experiment results demonstrate that CADAR significantly benefits from the constructed data and attention regularization, and thus achieves superior performance across multiple standard benchmarks and different amounts of labeled data.","Semi-supervised learning, Image classification, Attention regularization, Class-ambiguous data",Xiaoyang Huo and Xiangping Zeng and Si Wu and Hau-San Wong,https://www.sciencedirect.com/science/article/pii/S0031320322002084,https://doi.org/10.1016/j.patcog.2022.108727,0031-3203,2022,108727,129,Pattern Recognition,Attention regularized semi-supervised learning with class-ambiguous data for image classification,article,HUO2022108727,
"Unsupervised feature selection is an important topic in the fields of machine learning, pattern recognition and data mining. The representation methods include adaptive-graph-based methods and self-representation-based methods. The former methods have a longstanding and undiscovered problem about imbalanced neighbors, and the latter ones do not perform well when features are not linearly dependent. To deal with these problems, a novel unsupervised feature selection method is proposed to ensure k connectivity and eliminate more redundant features based on adaptive graph and dependency score (AGDS). Extensive experiments conducted on 13 benchmark datasets show the effectiveness of AGDS.","Unsupervised feature selection, Adaptive graph, Mutual information, Entropy",Pei Huang and Xiaowei Yang,https://www.sciencedirect.com/science/article/pii/S0031320322001030,https://doi.org/10.1016/j.patcog.2022.108622,0031-3203,2022,108622,127,Pattern Recognition,Unsupervised feature selection via adaptive graph and dependency score,article,HUANG2022108622,
