abstract,keywords,author,url,doi,issn,year,pages,volume,journal,title,ENTRYTYPE,ID
"While training an end-to-end navigation network in the real world is usually costly, simulation serves as a safe and low-cost tool in this training process. However, training neural network models in simulation brings up the problem of effectively transferring the model from simulation to the real world (sim-to-real). In this work, we regard the environment representation as a crucial element in this transfer process, and we propose a visual information pyramid (VIP) model to investigate a practical environment representation systematically. A novel representation composed of spatial and semantic information synthesis is established accordingly, where noise model embedding is particularly considered. To explore the effectiveness of the proposed representation, we compared its performance with other popularly used representations in the literature, such as RGB image, depth image, and semantic segmentation image, in both simulated and real-world scenarios. Results suggest that our environment representation stands out. Furthermore, an analysis on the feature map is implemented to investigate the effectiveness through hidden layer reaction, which could be irradiative for future researches on sim-to-real learning-based navigation.","Transfer learning, Visual navigation, Environment representation",Gang Chen and Hongzhe Yu and Wei Dong and Xinjun Sheng and Xiangyang Zhu and Han Ding,https://www.sciencedirect.com/science/article/pii/S0921889022000409,https://doi.org/10.1016/j.robot.2022.104081,0921-8890,2022,104081,153,Robotics and Autonomous Systems,What should be the input: Investigating the environment representations in sim-to-real transfer for navigation tasks,article,CHEN2022104081
"Legged robots can negotiate unstructured environments and have applications in education, environmental inspection, space exploration, and cargo transportation. As a powerful form of legged robots, jumping robots have attractive features due to their high efficiency, mobility, traverse obstacles, and low cost of transport. Although spring is the core component of the energy system, little related work explores the value selection of spring stiffness and the effect of different spring placements for jumping robots. In this article, we present a systematic method to select the stiffness of spring based on static analysis, jumping linkage configuration and multi-objective optimization for jumping robots. Also, to predict the motion behavior of jumping robots, we provide a comprehensive dynamic model of the robotic jumping in different phases according to the Lagrange method and the principle of virtual work, which considers the motion constraints and configuration constraints simultaneously. The proposed method and dynamic model can validate by designing a spring-linkage-based jumping robot as a showcase. The experimental results show performance improvements in jumping height in terms of both different springs? stiffness and arrangement, which is possible to appraise a maximal enhancement of 57.88%.","Jumping robots, Dynamic modeling, Hart linkage, Multiple springs, Legged robots",Xuanchun Yin and Jinchun Yan and Sheng Wen and Jiantao Zhang,https://www.sciencedirect.com/science/article/pii/S0921889022001579,https://doi.org/10.1016/j.robot.2022.104268,0921-8890,2022,104268,158,Robotics and Autonomous Systems,Spring-linkage integrated mechanism design for jumping robots,article,YIN2022104268
"Robust perception is an essential component to enable long-term operation of mobile robots. It depends on failure resilience through reliable sensor data and pre-processing, as well as failure awareness through introspection, for example the ability to self-assess localization performance. This paper presents CorAl: a principled, intuitive, and generalizable method to measure the quality of alignment between pairs of point clouds, which learns to detect alignment errors in a self-supervised manner. CorAl compares the differential entropy in the point clouds separately with the entropy in their union to account for entropy inherent to the scene. By making use of dual entropy measurements, we obtain a quality metric that is highly sensitive to small alignment errors and still generalizes well to unseen environments. In this work, we extend our previous work on lidar-only CorAl to radar data by proposing a two-step filtering technique that produces high-quality point clouds from noisy radar scans. Thus, we target robust perception in two ways: by introducing a method that introspectively assesses alignment quality, and by applying it to an inherently robust sensor modality. We show that our filtering technique combined with CorAl can be applied to the problem of alignment classification, and that it detects small alignment errors in urban settings with up to 98% accuracy, and with up to 96% if trained only in a different environment. Our lidar and radar experiments demonstrate that CorAl outperforms previous methods both on the ETH lidar benchmark, which includes several indoor and outdoor environments, and the large-scale Oxford and MulRan radar data sets for urban traffic scenarios. The results also demonstrate that CorAl generalizes very well across substantially different environments without the need of retraining.","Radar, Introspection, Localization",Daniel Adolfsson and Manuel Castellano-Quero and Martin Magnusson and Achim J. Lilienthal and Henrik Andreasson,https://www.sciencedirect.com/science/article/pii/S0921889022000768,https://doi.org/10.1016/j.robot.2022.104136,0921-8890,2022,104136,155,Robotics and Autonomous Systems,CorAl: Introspection for robust radar and lidar perception in diverse environments using differential entropy,article,ADOLFSSON2022104136
"Gesture can be used as an important way for human?robot interaction, since it is able to give accurate and intuitive instructions to the robots. Various sensors can be used to capture gestures. We apply three different sensors that can provide different modalities in recognizing human gestures. Such data also owns its own statistical properties for the purpose of transfer learning: they own the same labeled data, but both the source and the validation data-sets have their own statistical distributions. To tackle the transfer learning problem across different sensors with such kind of data-sets, we propose a weighting method to adjust the probability distributions of the data, which results in a more faster convergence result. We further apply this method in a broad learning system, which has proven to be efficient to learn with the incremental learning capability. The results show that although these three sensors measure different parts of the body using different technologies, transfer learning is able to find out the weighting correlation among the data-sets. It also suggests that using the proposed transfer learning is able to adjust the data which has different distributions which may be similar to the physical correlation between different parts of the body in the context of giving gestures.","Transfer learning, Gesture recognition, Multi-modal, EMG, Depth camera, Leap Motion",Junpei Zhong and Jie Li and Ahmad Lotfi and Peidong Liang and Chenguang Yang,https://www.sciencedirect.com/science/article/pii/S0921889022001051,https://doi.org/10.1016/j.robot.2022.104181,0921-8890,2022,104181,155,Robotics and Autonomous Systems,An incremental cross-modal transfer learning method for gesture interaction,article,ZHONG2022104181
"The autonomous multi-robot system is an emerging technology that has a wide range of potential applications, such as environmental monitoring, exploration of unknown area, battlefield surveillance, and search and rescue. One major challenge in such applications is how to deploy each robotic agent autonomously in a distributed manner. In this paper, we proposed a distributed coverage control strategy named multi-stage virtual force interaction scheme (VFIS), where the agents? deployment process is split into stages and each agent iteratively seeks its next position according to the interaction among agents and the interaction between agents and the perceived environment. The interactions are realized via virtual repulsive forces and virtual vortex forces, where the latter are newly proposed to enhance the exploration capability of agents. We also designed a group of benchmark testing problems for the mission of monitoring coverage of complex environments with unknown obstacles. Extensive simulation experiments were conducted based on the defined benchmark configurations and the results showed a favorable performance of the invented strategy. In addition, practical experiments were carried out using a group of mobile robots, which validated the effectiveness of the proposed method.","Monitoring coverage, Multi-robot system, Virtual force, Benchmark",Kang Ji and Qian Zhang and Zhi Yuan and Hui Cheng and Dingli Yu,https://www.sciencedirect.com/science/article/pii/S0921889021002384,https://doi.org/10.1016/j.robot.2021.103967,0921-8890,2022,103967,149,Robotics and Autonomous Systems,A virtual force interaction scheme for multi-robot environment monitoring,article,JI2022103967
"This paper proposes a modular framework to generate robust biped locomotion using a tight coupling between an analytical walking approach and deep reinforcement learning. This framework is composed of six main modules which are hierarchically connected to reduce the overall complexity and increase its flexibility. The core of this framework is a specific dynamics model which abstracts a humanoid?s dynamics model into two masses for modeling upper and lower body. This dynamics model is used to design an adaptive reference trajectories planner and an optimal controller which are fully parametric. Furthermore, a learning framework is developed based on Genetic Algorithm (GA) and Proximal Policy Optimization (PPO) to find the optimum parameters and to learn how to improve the stability of the robot by moving the arms and changing its center of mass height. A set of simulations are performed to validate the performance of the framework using the official RoboCup 3D League simulation environment. The results validate the performance of the framework, not only in creating a fast and stable gait but also in learning to improve the upper body efficiency.","Humanoid robots, Modular walk engine, Linear?Quadratic?Gaussian (LQG), Genetic Algorithm (GA), Proximal Policy Optimization (PPO), Deep Reinforcement Learning (DRL)",Mohammadreza Kasaei and Miguel Abreu and Nuno Lau and Artur Pereira and Luis Paulo Reis,https://www.sciencedirect.com/science/article/pii/S0921889021001858,https://doi.org/10.1016/j.robot.2021.103900,0921-8890,2021,103900,146,Robotics and Autonomous Systems,Robust biped locomotion using deep reinforcement learning on top of an analytical control approach,article,KASAEI2021103900
"Fault diagnosis is a key safety component in robotic assistive technologies. Although conventional model-based methods for sensor fault diagnosis in mobile robots have been well established, they face challenges due to model parameter changes and uncertainties. On the other hand, data-driven approaches becomes more appealing in order to take advantage from available historical data in the era of Big Data. To provide a new generic unsupervised solution to the fault detection and recovery, we explicitly include kinematic relations and temporal finite differences from measured sensor signals into training a multi-task deep neural network. To evaluate the proposed fault diagnosis and recovery framework, experiments have been conducted on a robotic rollator platform. Experiments under several conditions confirm that the proposed approach, which leverages machine learning-enhanced algorithms, exhibits reliable performance. Outperforming other baselines and state-of-the-art diagnosis algorithms, the framework presents a promising solution to sensor fault recovery challenges in assistive devices.","Fault detection and recovery, Robotic rollators, Deep learning, Assistive devices, Temporal finite differences",Yiwen Liao and Abdullah Yeaser and Bin Yang and James Tung and Ehsan Hashemi,https://www.sciencedirect.com/science/article/pii/S0921889021001615,https://doi.org/10.1016/j.robot.2021.103876,0921-8890,2021,103876,146,Robotics and Autonomous Systems,Unsupervised fault detection and recovery for intelligent robotic rollators,article,LIAO2021103876
"In this paper, we present an integrated robotic system capable of participating in and performing a wide range of educational and entertainment tasks collaborating with one or more children. The system, called ChildBot, features multimodal perception modules and multiple robotic agents that monitor the interaction environment and can robustly coordinate complex Child?Robot Interaction use-cases. In order to validate the effectiveness of the system and its integrated modules, we have conducted multiple experiments with a total of 52 children. Our results show improved perception capabilities in comparison to our earlier works that ChildBot was based on. In addition, we have conducted a preliminary user experience study, employing some educational/entertainment tasks, that yields encouraging results regarding the technical validity of our system and initial insights on the user experience with it.","Child?Robot Interaction, Multi-robot perception, Visual activity recognition, Distant speech recognition, Audio-visual active speaker localization, 6-DoF object tracking",Niki Efthymiou and Panagiotis P. Filntisis and Petros Koutras and Antigoni Tsiami and Jack Hadfield and Gerasimos Potamianos and Petros Maragos,https://www.sciencedirect.com/science/article/pii/S0921889021002426,https://doi.org/10.1016/j.robot.2021.103975,0921-8890,2022,103975,150,Robotics and Autonomous Systems,ChildBot: Multi-robot perception and interaction with children,article,EFTHYMIOU2022103975
"Even if pencil drawing is the basic method of human artistic expression, it remains at the forefront of scientific attention in the field of robotics, which focuses mainly on painting. Although various methods of artistic robotic drawing have been developed in the past, the results are not always satisfactory. The vast majority of existing systems focus only on sketches, and detailed pencil drawings are time-consuming. In this article, we present a novel general robotic system for creating realistic pencil drawings based on image evolution. We show that by procedural image generation approach using genetic algorithms, we can create realistic drawings with an element of machine creativity. Furthermore, we show that the image approximation using even simple line segments leads to aesthetic and fast drawings. Finally, we describe a hardware solution using an industrial robot, a software implementation, and preliminary experimental results.","Robotic pencil drawing, Image vectorization, Non-photorealistic rendering, Machine creativity",Michal Adamik and Jozef Goga and Jarmila Pavlovicova and Andrej Babinec and Ivan Sekaj,https://www.sciencedirect.com/science/article/pii/S0921889021001974,https://doi.org/10.1016/j.robot.2021.103912,0921-8890,2022,103912,148,Robotics and Autonomous Systems,Fast robotic pencil drawing based on image evolution by means of genetic algorithm,article,ADAMIK2022103912
"Continuum robots (CRs) have been the subject of intensive research in recent years due to their wide range of potential applications. Research on grasp taxonomy plays a key role in a number of task-based problems such as grasp synthesis, motion planning, and motion control. Additionally, grasp taxonomy has been shown to reduce the complexity of the design of robotic systems and human?computer interaction operations. The main goal of this research is to present a general CR-based grasp taxonomy. For this purpose, we first overview and summarize different types of CR-based grasp tasks. Then, we compare existing CR-based grasp configurations in the CR-related literature and classify the configurations into a comprehensive taxonomy. On the basis of this survey, nine major CR-based grasp families are introduced and arranged in subgroups for more detailed research. It should be noted that we studied grasps performed by different CR types and configurations without considering the object/CR size. Finally, the work includes different analyses of CR-based grasp taxonomy, including grasp frequency, grasp adaptability, taxonomy completeness, and properties of manipulated objects and tasks enabled by the proposed taxonomy.","Continuum robots, Grasp task, Grasp configuration, Grasp family, Grasp taxonomy, Taxonomy analysis",Ali Mehrkish and Farrokh Janabi-Sharifi,https://www.sciencedirect.com/science/article/pii/S0921889021001457,https://doi.org/10.1016/j.robot.2021.103860,0921-8890,2021,103860,145,Robotics and Autonomous Systems,A comprehensive grasp taxonomy of continuum robots,article,MEHRKISH2021103860
"In this paper, we introduce an adaptive robotic manipulation framework to respond to the flexibility needs of common industrial tasks such as box-filling and item sorting. The proposed framework consists of a vision module and a robot control module. The vision module is responsible for the detection and tracking of the environment (e.g., box and the items), which is also capable of creating an occupancy grid in real-time, to continuously update the robot trajectory planner with the occupied portions of the detected box and their coordinates. The robot control module includes a trajectory planner and a self-tuning Cartesian impedance controller, to implement an adaptive strategy for the picking, placement, and sorting of the items in the box. The item-sorting strategy is based on our preliminary observations on human motor behavior, implementing a trade-off between the task execution accuracy and environmental perception uncertainty. The efficacy of the framework in performing a flexible box-filling task using a robot, autonomously or in collaboration with a human, is evaluated through several experiments.","Intelligent and flexible manufacturing, Human?robot collaboration, Autonomous agents, Manipulation planning",Pietro Balatti and Mattia Leonori and Arash Ajoudani,https://www.sciencedirect.com/science/article/pii/S0921889021001731,https://doi.org/10.1016/j.robot.2021.103888,0921-8890,2021,103888,146,Robotics and Autonomous Systems,A flexible and collaborative approach to robotic box-filling and item sorting,article,BALATTI2021103888
"In this paper, disturbance reconstruction and robust trajectory tracking control of biped robots with hybrid dynamics in the port-Hamiltonian form is investigated. A new type of Hamiltonian function is introduced, which ensures the finite-time stability of the closed-loop system. The proposed control system consists of two loops: an inner and an outer loop. A fractional proportional?integral?derivative filter is used to achieve finite-time convergence for position tracking errors at the outer loop. A fractional-order sliding mode controller acts as a centralized controller at the inner-loop, ensuring the finite-time stability of the velocity tracking error. In this loop, the undesired effects of unknown external disturbance and parameter uncertainties are compensated using estimators. Two disturbance estimators are envisioned. The former is designed using fractional calculus. The latter is an adaptive estimator, and it is constructed using the general dynamic of biped robots. Stability analysis shows that the closed-loop system is finite-time stable in both contact-less and impact phases. Simulation studies on three types of biped robots (i.e., two-link walker, RABBIT biped robot, and flat-feet biped robot) demonstrate the proposed controller?s tracking performance and disturbance rejection capability.","Bipedal robots, Hybrid systems, Port-Hamiltonian dynamics, Fractional sliding surface, Finite-time control, Disturbance estimator",Yousef Farid and Fabio Ruggiero,https://www.sciencedirect.com/science/article/pii/S0921889021001214,https://doi.org/10.1016/j.robot.2021.103836,0921-8890,2021,103836,144,Robotics and Autonomous Systems,Finite-time disturbance reconstruction and robust fractional-order controller design for hybrid port-Hamiltonian dynamics of biped robots,article,FARID2021103836
"The coronavirus disease 2019 (COVID-19) outbreak has increased mortality and morbidity world-wide. Oropharyngeal swabbing is a well-known and commonly used sampling technique for COVID-19 diagnose around the world. We developed a robot to assist with COVID-19 oropharyngeal swabbing to prevent frontline clinical staff from being infected. The robot integrates a UR5 manipulator, rigid?flexible coupling (RFC) manipulator, force-sensing and control subsystem, visual subsystem and haptic device. The robot has strength in intrinsically safe and high repeat positioning accuracy. In addition, we also achieve one-dimensional constant force control in the automatic scheme (AS). Compared with the rigid sampling robot, the developed robot can perform the oropharyngeal swabbing procedure more safely and gently, reducing risk. Alternatively, a novel robot control schemes called collaborative manipulation scheme (CMS) which combines a automatic phase and teleoperation phase is proposed. At last, comparative experiments of three schemes were conducted, including CMS, AS, and teleoperation scheme (TS). The experimental results shows that CMS obtained the highest score according to the evaluation equation. CMS has the excellent performance in quality, experience and adaption. Therefore, the proposal of CMS is meaningful which is more suitable for robot-sampling.","Oropharyngeal swabbing robot, Rigid?flexible coupling manipulator, Micro-pneumatic actuator, Collaborative manipulation scheme, Evaluation metrics",Yongquan Chen and Qiwen Wang and Chuliang Chi and Chengjiang Wang and Qing Gao and Heng Zhang and Zheng Li and Zonggao Mu and Ruihuan Xu and Zhenglong Sun and Huihuan Qian,https://www.sciencedirect.com/science/article/pii/S0921889021002025,https://doi.org/10.1016/j.robot.2021.103917,0921-8890,2022,103917,148,Robotics and Autonomous Systems,A collaborative robot for COVID-19 oropharyngeal swabbing,article,CHEN2022103917
"Dynamic Movement Primitives (DMPs) is a framework for learning a point-to-point trajectory from a demonstration. Despite being widely used, DMPs still present some shortcomings that may limit their usage in real robotic applications. Firstly, at the state of the art, mainly Gaussian basis functions have been used to perform function approximation. Secondly, the adaptation of the trajectory generated by the DMP heavily depends on the choice of hyperparameters and the new desired goal position. Lastly, DMPs are a framework for ?one-shot learning?, meaning that they are constrained to learn from a unique demonstration. In this work, we present and motivate a new set of basis functions to be used in the learning process, showing their ability to accurately approximate functions while having both analytical and numerical advantages w.r.t. Gaussian basis functions. Then, we show how to use the invariance of DMPs w.r.t. affine transformations to make the generalization of the trajectory robust against both the choice of hyperparameters and new goal position, performing both synthetic tests and experiments with real robots to show this increased robustness. Finally, we propose an algorithm to extract a common behavior from multiple observations, validating it both on a synthetic dataset and on a dataset obtained by performing a task on a real robot.","Learning from demonstrations, Motion and path planning, Kinematics, Dynamic Movement Primitives",Michele Ginesi and Nicola Sansonetto and Paolo Fiorini,https://www.sciencedirect.com/science/article/pii/S0921889021001299,https://doi.org/10.1016/j.robot.2021.103844,0921-8890,2021,103844,144,Robotics and Autonomous Systems,Overcoming some drawbacks of Dynamic Movement Primitives,article,GINESI2021103844
"Transferring the grasping skills learned from simulated environments to the real world is favorable for many robotic applications, in which the collecting and labeling processes of real-world visual grasping datasets are often expensive or even impractical. However, the models purely trained on simulated data are often difficult to generalize well to the unseen real world due to the domain gap between the training and testing data. In this paper, we propose a novel domain adversarial transfer network to narrow the domain gap for cross-domain and task-constrained grasp pose detection. Generative adversarial training is exploited to constrain the generator to produce simulation-like data for extracting the shared features with the joint distribution. We also propose to improve the backbone by extracting task-constrained grasp candidates and constructing the grasp candidate evaluator with a lightweight structure and an embedded recalibration technique. To validate the effectiveness and superiority of our proposed method, grasping performance evaluation and task-oriented human?robot interaction experiments were investigated. The experiment results indicate that the proposed method achieves state-of-the-art performance in these experimental settings. An average task-constrained grasping success rate of 83.3% without using any real-world labels for the task-oriented human?robot interaction experiment was achieved especially.","Adversarial transfer learning, Domain adaptation, Grasp pose detection, Human?robot interaction",Xingshuo Jing and Kun Qian and Xin Xu and Jishen Bai and Bo Zhou,https://www.sciencedirect.com/science/article/pii/S0921889021001573,https://doi.org/10.1016/j.robot.2021.103872,0921-8890,2021,103872,145,Robotics and Autonomous Systems,Domain adversarial transfer for cross-domain and task-constrained grasp pose detection,article,JING2021103872
"In recent years Unmanned Aerial Vehicles (UAVs) have progressively been utilized for wildfire management, and are especially in prevalent in forest fire monitoring missions. To ensure the fast detection and accurate area estimation of forest fires, a two-step search and survey algorithm for multi-UAV system is proposed to address these fire scenarios. Initially, a grid-based partition method is applied to divide the area-of-interest into several search areas. Then, an archetype search pattern is used to provide timely UAV exploration within those sub-areas. Once the fire zones are detected, a novel survey strategy is employed for UAVs to discover the boundary points of the fire zones, so that the area of the fire zones can be estimated using the sampled boundary points. In addition, the effect of wind is accounted for improving fire zone boundary estimates. The proposed search-and-survey procedure is validated on multiple simulated scenarios using the U.S. Air Force?s mission-realistic Aerospace Multi-Agent Simulation Environment (AMASE) software. Simulation results showcase that the proposed search pattern can effectively discover the seeded fire zones within 40 min of the mission. This is relatively faster than the other two well-known search patterns. Moreover, the proposed survey technique provides a coverage estimate with at least 85% accuracy for the area of interest within 90 min of the mission.","UAV, Multi-agent autonomous system, AMASE, Search & survey, Collaborative operation, Robotics",Mrinmoy Sarkar and Xuyang Yan and Berat A. Erol and Ioannis Raptis and Abdollah Homaifar,https://www.sciencedirect.com/science/article/pii/S0921889021001330,https://doi.org/10.1016/j.robot.2021.103848,0921-8890,2021,103848,145,Robotics and Autonomous Systems,A novel search and survey technique for unmanned aerial systems in detecting and estimating the area for wildfires,article,SARKAR2021103848
"It is an essential task to guarantee satisfactory tracking performance for a warehouse mobile robot with a detachable load. To this end, a nonlinear extended state observer (ESO)-based tracking control is investigated via a double closed-loop framework in this paper. A kinematics controller is designed in an outer loop to generate desired velocities for the warehouse mobile robot. A nonlinear ESO with an improved error function is proposed in an inner loop to estimate load variations and internal unmodeled dynamics. Then a nonlinear error feedback controller based on estimation values is given to track the desired velocities from the outer loop. Simulation and experiment results illustrate the effectiveness and superiority of the proposed control strategy.","Warehouse mobile robot, Detachable load, Double closed-loop framework, Tracking control, Nonlinear extended state observer",Peng Li and Hongjiu Yang and Hongbo Li and Shiqing Liang,https://www.sciencedirect.com/science/article/pii/S0921889021002372,https://doi.org/10.1016/j.robot.2021.103965,0921-8890,2022,103965,149,Robotics and Autonomous Systems,Nonlinear ESO-based tracking control for warehouse mobile robots with detachable loads,article,LI2022103965
"Legged robots have potential advantages in mobility compared with wheeled robots. Hence, legged robots are widely utilized in outdoor unstructured environments. Human-following operation is one of important tasks for outdoor robots. However, most current human-following strategies requires large amount of computation resource hence difficult to be applied to legged robots. This paper proposes real-time low-computation cost human-following framework in outdoor environment for legged robots. Our method takes a full consideration of the differences between legged robots and wheeled robots. Firstly, an on-line extrinsic calibration method is proposed to calculate the camera coordinate and the world coordinate system. Then, a real-time low-computation cost human-following method utilizing RGBD cameras and 3D LIDAR is proposed. The robot motion considers tracking the leading person while avoiding obstacles. Furthermore, a dynamic alternating tripod trotting gait is developed to control the robot to follow the leading person. Finally, the method is implemented and tested on a hexapod robot Qingzhui with indoor and outdoor experiments. The framework proposed in this paper can be a valuable reference for other legged robots when operated in outdoor environments.","Human following, Person tracking, Hexapod robot, Legged robot, Obstacle avoidance, Gait generation",Yue Zhao and Yue Gao and Qiao Sun and Yuan Tian and Liheng Mao and Feng Gao,https://www.sciencedirect.com/science/article/pii/S0921889021001846,https://doi.org/10.1016/j.robot.2021.103899,0921-8890,2021,103899,146,Robotics and Autonomous Systems,A real-time low-computation cost human-following framework in outdoor environment for legged robots,article,ZHAO2021103899
"This paper proposes a novel method for six degrees of freedom pose estimation of objects for the application of robot arm pick and place. It is based on the use of a stereo vision system, which does not require calibration. Using both cameras, four corner points of the object are detected. A deep-neural-network (DNN) is trained for the prediction of the 6 DOF pose of the object from the four detected corner points? coordinates in each image of both cameras. The stereo vision used is a low-end vision system placed in a custom-made setup. Before the training phase of the DNN, the robot is set to auto collect data in a predefined workspace. This workspace is defined dependently on the spatial feasibility of the robot arm and the shared field of view of the stereo vision system. The collected data represent images of a 2D marker attached to the robot arm gripper. The 2D marker is used for data collection to ease the detection of the four corner points. The proposed method succeeds in estimating the six degrees of freedom pose of the object, without the need for the determination of neither the intrinsic nor the extrinsic parameters of the stereo vision system. The optimum design of the proposed DNN is obtained after comparing different activation functions and optimizers associated with the DNN. The proposed uncalibrated DNN-based method performance is compared to that of the traditional calibration-based method. In the calibration-based method, the rotational matrix relating the robot coordinates to the stereo vision coordinates is computed using two approaches. The first approach uses Singular Value Decomposition (SVD) while the second approach uses a novel proposed modification of particle swarm optimization (PSO) called Hyper particle Scouts optimization (HPSO). HPSO outperforms other metaheuristic optimization algorithms such as PSO and genetic algorithm (GA). Exhaustive tests are performed, and the proposed DNN-based method is shown to outperform all tested alternatives.","Deep learning, Pose estimation, Robot vision, Stereo vision, Optimization techniques, Levenberg?Marquardt algorithm",Mahmoud Abdelaal and Ramy M.A. Farag and Mohamed S. Saad and Ahmed Bahgat and Hassan M. Emara and Ayman El-Dessouki,https://www.sciencedirect.com/science/article/pii/S0921889021001329,https://doi.org/10.1016/j.robot.2021.103847,0921-8890,2021,103847,145,Robotics and Autonomous Systems,Uncalibrated stereo vision with deep learning for 6-DOF pose estimation for a robot arm system,article,ABDELAAL2021103847
"Programmable matter based on modular self-reconfigurable robots could stand as the ultimate form of display system, through which humans could not only see the virtual world in 3D, but manipulate it and interact with it through touch. These systems rely on self-reconfiguration processes to reshape themselves and update their representation, using methods that we argue, are currently too slow for such applications due to a lack of parallelism in the motion of the robotic modules. Therefore, we propose a novel approach to the problem, promising faster and more efficient self-reconfigurations in programmable matter display systems. We contend that this can be achieved by using a dedicated platform supporting self-reconfiguration named a sandbox, acting as a reserve of modules, and by engineering the representation of objects using an internal scaffolding covered by a coating. This paper introduces a complete view of our framework for realizing this approach on quasi-spherical modules arranged in a face-centered cubic lattice. After thoroughly discussing the model, motivations, and making a case for our method, we synthesize results from published research highlighting its benefits and engage in an honest and critical discussion of its current state of implementation and perspectives.","Programmable matter, Distributed algorithms, Modular robotics, Self-reconfiguration, Multi-agent systems",Pierre Thalamy and Benoît Piranda and Julien Bourgeois,https://www.sciencedirect.com/science/article/pii/S0921889021001603,https://doi.org/10.1016/j.robot.2021.103875,0921-8890,2021,103875,146,Robotics and Autonomous Systems,"Engineering efficient and massively parallel 3D self-reconfiguration using sandboxing, scaffolding and coating",article,THALAMY2021103875
"In this study, a novel hybrid force/position controller in workspace of robotic manipulator based on adaptive fuzzy control is developed to improve the controlling performance of force and position in contact with uncertain environments. The dynamic model of the robotic manipulator in joint space is converted to a dynamic model in workspace, which is consisted of the model of position-controlled subsystem and model of force-controlled subsystem. Furthermore, in the position-controlled subsystem, an adaptive fuzzy computed torque control is proposed by considering adaptive fuzzy control and conventional computed torque control (AFCTC), for compensating deviations caused by the presence of structured uncertainty and unstructured uncertainty. In the force-controlled subsystem, a fuzzy proportional integral control method (FPI) is proposed by fuzzy logic and conventional proportional integral method to improve the control performance. The asymptotic stability of the developed controller is proved by Lyapunov theorem. The simulation results show the preferable performance of the proposed controller (AFCTC-FPI) by comparison with adaptive fuzzy sliding mode control (AFSMC), adaptive network-based fuzzy inference system with proportion differential and integral (ANFIS-PD+I), computed torque control-proportion integral (CTC-PI), fuzzy proportional integral derivative (FPID), and proportional integral derivative (PID) in uncertain environments. Furthermore, in the experimental study, average position error with AFCTC-FPI is decreased by 87.14 % than that with PID, meanwhile, range of interaction force with AFCTC-FPI is reduced by 70.31% than that with PID. In summary, the experimental results also show the superior control accuracy of the proposed controller in real environment.","Hybrid force/position control, Workspace, Computed torque control, Adaptive fuzzy control, Fuzzy proportional integral",Ziling Wang and Lai Zou and Xiaojie Su and Guoyue Luo and Rui Li and Yun Huang,https://www.sciencedirect.com/science/article/pii/S092188902100155X,https://doi.org/10.1016/j.robot.2021.103870,0921-8890,2021,103870,145,Robotics and Autonomous Systems,Hybrid force/position control in workspace of robotic manipulator in uncertain environments based on adaptive fuzzy control,article,WANG2021103870
"In a world with rapidly growing levels of automation, robotics is playing an increasingly significant role in every aspect of human endeavour. In particular, many types of mobile robots are increasingly being utilised in places and for tasks that are difficult and dangerous for humans. Although the vision of fully autonomous mobile robotic platforms that can perform complex tasks without direct guidance from a human operator is compelling, the reality is that the current state of robotics technology is still a long way from being able to achieve this capability outside of very narrowly constrained contexts. Technology advancement for improved mobile robotic teleoperation and remote control is vital to enable robotic vehicles to operate with increasing autonomy levels while allowing for effective remote operation when task complexity is too great for the autonomous systems. Being motivated to bridge this gap, we present a review of existing teleoperation methods and enhancement techniques for control of mobile robots. After defining teleoperation, we provide a detailed review that analyses, categorises, and summarises existing mobile robot teleoperation methods. Next, we highlight existing enhancement techniques that have been applied to these teleoperation methods, along with their relative advantages and disadvantages. Finally, several promising future research directions are identified. The paper concludes with a discussion of research challenges and future research possibilities.","Robot, Teleoperation, Enhancement techniques, Future video prediction, Survey, Review",MD Moniruzzaman and Alexander Rassau and Douglas Chai and Syed Mohammed Shamsul Islam,https://www.sciencedirect.com/science/article/pii/S0921889021002414,https://doi.org/10.1016/j.robot.2021.103973,0921-8890,2022,103973,150,Robotics and Autonomous Systems,Teleoperation methods and enhancement techniques for mobile robots: A comprehensive survey,article,MONIRUZZAMAN2022103973
