abstract,keywords,author,url,doi,issn,year,pages,volume,journal,title,ENTRYTYPE,ID
"Diabetes can undermine people's ability to drive safely, but most previous studies have focused on its deterioration of the central nervous system. This study sought to investigate how diabetic peripheral neuropathy (DPN), a common complication of diabetes characterized by reduced sensitivity of the limbs, can influence people's braking behavior and other safety-related measures of driving. In addition, it also tested how such a deteriorating effect can be reduced by using certain pedal layout designs. In total, 29 healthy drivers and 31 drivers of type 2 diabetes matched in demographic variables were invited to participate in this study. The participants with type 2 diabetes (they are from here on out referred to as â??patients"")were then split into two subgroups based on the severity of DPN using the median of the Semmesâ??Weinstein monofilaments Examination (SWME) scores. All three groups of participants finished a series of vehicle-pedestrian conflict tasks in a driving simulator using nine different types of pedal layouts. These layouts varied in the lateral distance between the accelerator and the brake (45â?¯mm, 60â?¯mm, and 75â?¯mm) and the width of brake pedals (50â?¯mm, 70â?¯mm, 90â?¯mm). The results showed that patients with serious DPN had longer brake reaction times (BRT) and shorter minimum distance-to-collision (DTC) as compared to the other two groups. However, the effects of such a disadvantage varied across different pedal layouts. When the accelerator-brake distance was 45â?¯mm, patients with serious DPN showed no compromised driving performance as compared to other two groups. In conclusion, we found the DPN could undermine driving performance of participants with type 2 diabetes, and a closer accelerator-brake lateral distance (45â?¯mm) may be an optimal choice for them to counteract such a negative influence.","Drivers with type 2 diabetes, Braking behavior, Diabetic peripheral neuropathy, Pedal layout design",Shu Ma and Changxu Wu and Jingyu Zhang and Xianzhong Zeng and Guozhen Zhao and Xianghong Sun,https://www.sciencedirect.com/science/article/pii/S000368701930081X,https://doi.org/10.1016/j.apergo.2019.04.015,0003-6870,2019,43--49,80,Applied Ergonomics,Looking for an optimal pedal layout to improve the driving performance of patients with diabetic peripheral neuropathy,article,MA201943
"A two phase project is described for redesigning and evaluating paramedic response bags, one of the key pieces of equipment used by emergency medical services. Adopting a user-centred approach, Phase I involved first educating active service paramedics about ergonomic principles, and then collaborating with them to conceptualise a new type of response bag, based on separate colour coded kits, each containing related equipment items. Phase II describes a formal evaluation study, involving simulated procedures with a patient mannequin and active service paramedics in a real ambulance. Results indicated subjective preferences for the new bags, where 62% of the paramedics believed it was easier to find equipment in the new bag and 65% preferred the new bags overall. No detrimental effects were attributed to the transition to the new bag. Also discussed are the advantages of the participatory design approach, as well as design guidelines and implications for paramedic operations.","Emergency medical services, Ergonomic workspace, Paramedic services, Response bags",Yuval Bitan and Scott Ramey and Paul Milgram,https://www.sciencedirect.com/science/article/pii/S000368701930122X,https://doi.org/10.1016/j.apergo.2019.102890,0003-6870,2019,102890,81,Applied Ergonomics,Ergonomic design of new paramedic response bags,article,BITAN2019102890
"The current study examined the effects of display curvature and hand length on various smartphone usability measures. In total, 20 young participants completed reading, image viewing, video watching, calling, and texting using four smartphone devices with distinct display curvatures. Diverse usability measures related to these tasks were obtained. The four curvatures (flat, horizontally convex, vertically concave, and horizontally concave) each demonstrated both beneficial and detrimental effects; however, hand size effects were non-significant across all usability measures. No single fixed display curvature was found to be beneficial across all considered smartphone usability measures, indicating multiple curvatures (e.g. combinations of flat and vertically concave curvatures) are required from a single smartphone model rather than a single fixed curvature to improve an overall smartphone usability. Such varying curvatures are feasible with bendable displays. Comprehensive usability evaluations, especially focusing on grip comfort and image distortion, are needed when applying display curvatures on small devices.","Smartphone usability, Typing, Eye discomfort, Presence, Image distortion, Grip comfort",Jihhyeon Yi and Sungryul Park and Gyouhyung Kyung,https://www.sciencedirect.com/science/article/pii/S0003687019300389,https://doi.org/10.1016/j.apergo.2019.02.002,0003-6870,2019,13--25,78,Applied Ergonomics,Ambivalent effects of display curvature on smartphone usability,article,YI201913
"For improved prevention of health issues among blue-collar workers, there is a need for an overview of the physical activity at work and leisure using technical long-term measurements in blue-collar sectors investigation of differences between the sectors. Thus, the objective of this paper was to provide an overview and investigate differences in physical activities and body postures at work and leisure among blue-collar sectors. The Dphacto cohort consists of 1087 workers from manufacturing, transportation and cleaning sectors (901 blue-collar and 186 white-collar workers) in Denmark. Eligible workers provided physical activity and heart rate measurements over several days with follow-up on health-related outcomes by self-report and registers. Considerable differences in sitting, standing, time on feet (walking, shuffling and standing combined) and forward bending of the back were found between work and leisure, and between the sectors. This overview of physical activity at work and leisure can be useful for better prevention of work-related health issues among blue-collar workers.","Musculoskeletal pain, Work environment, Occupational health, Physical workload, Physical work demand, Heart rate, Heart rate reserve, Electrocardiography, Body posture, Actiheart, Actigraph",Marie Birk JÃ¸rgensen and Nidhi Gupta and Mette KorshÃ¸j and Julie Lagersted-Olsen and Morten Villumsen and Ole Steen Mortensen and JÃ¸rgen Skotte and Karen SÃ¸gaard and Pascal Madeleine and Afshin Samani and Anders Ã?rberg and Charlotte Lund Rasmussen and Andreas Holtermann,https://www.sciencedirect.com/science/article/pii/S0003687019300146,https://doi.org/10.1016/j.apergo.2019.01.003,0003-6870,2019,29--39,77,Applied Ergonomics,The DPhacto cohort: An overview of technically measured physical activity at work and leisure in blue-collar sectors for practitioners and researchers,article,JORGENSEN201929
"The use of a school trolley is reaching and even surpassing the use of backpacks in many countries, although a recommended load has not been studied. To accomplish this, 3D gait kinematics of the lower limbs and thorax were analysed in 49 students walking unloaded, pulling a school trolley or carrying a backpack, all with either 10%, 15%, or 20% BW. The variables obtained were the degrees of flexion/extension, adduction/abduction and internal/external rotation of the thorax, pelvis, hip, knee and ankle. Statistical parametric mapping was used to evaluate differences between conditions and loads throughout the gait cycle. In the backpack conditions, the magnitudes of the differences decreased from proximal to distal joints compared to the unloaded condition. The use of a school trolley only required minor kinematic adaptations. Therefore, from kinematic analysis, it is recommended to avoid loads above 10% BW for children using a backpack and below 20% BW for children using a trolley.","SPM, Students, Rucksack, Wheeled backpack, Recommendations",E. Orantes-Gonzalez and J. Heredia-Jimenez and M.A. Robinson,https://www.sciencedirect.com/science/article/pii/S0003687019300821,https://doi.org/10.1016/j.apergo.2019.05.003,0003-6870,2019,28--34,80,Applied Ergonomics,A kinematic comparison of gait with a backpack versus a trolley for load carriage in children,article,ORANTESGONZALEZ201928
"The current study illustrates the icon design process for 20 functions for a smart living room and smart bathroom of a commercial smart building control system. For each function name, seven icon formats (image-related, concept-related, semi-abstract, arbitrary, word, abbreviation, and combined) were developed by 30 graduate students and compared with a preference ranking test by another 13 executive MBA students. The results indicated that the combined, image-related, concept-related, semi-abstract, word, and abbreviation each had nine, four, three, two, one and one function names ranked as the most preferred format, respectively. Since all the design formats except the arbitrary format were ranked as the most preferred at least once, it is worthwhile to generate seven icon formats for a given function and chose the most preferred based on the ranking test result. The participatory design and ranking test evaluation approach can be applied for the design and evaluation of visual icons in other application contexts.","Participatory design, Function-to-object relationship, Icon taxonomy",Chia-Fen Chi and Ratna Sari Dewi and Priska Samali and Dong-Yu Hsieh,https://www.sciencedirect.com/science/article/pii/S0003687019301231,https://doi.org/10.1016/j.apergo.2019.102891,0003-6870,2019,102891,81,Applied Ergonomics,Preference ranking test for different icon design formats for smart living room and bathroom functions,article,CHI2019102891
"Infrared thermography, thanks to technological developments and lowering prices, is now getting considerable attention as a potential arousal monitor in the safety industry. Nasal skin temperature might be a valid index to track physiological variations due to reduced arousal levels, and its use could prevent a drowsiness-related deterioration of performance. However, the few studies that have investigated nasal skin temperature in applied settings have had inconsistent results. Here, we assessed the validity of nasal skin temperature to monitor changes in arousal levels (from alertness to drowsiness). The participants performed a 2-h simulated driving task while we simultaneously recorded their nasal skin temperature, brain activity (we used frontal delta electroencephalographic [EEG] activity as the reference index of alertness), and driving performance (speeding time). For those variables, we calculated growth curve models. We also collected subjective ratings of alertness and fatigue before and after the driving session. We found that the nasal skin temperature showed a cubic trajectory (it increased for the first 75â?¯min, and then it began to decrease, but such deceleration gradually diminished over time). As expected, frontal delta EEG activity showed an inverted U-shaped quadratic trend (EEG power increased for the first hour and half, and gradually decreased during the last thirty minutes). The speeding time exhibited a similar pattern of change. Subjective sleepiness and fatigue increased after the task. Overall, our results suggest that nasal skin temperature seems to be a valid measure of arousal variations while performing a complex and dynamic everyday task.","Driving simulation, Drowsiness, Electroencephalography, Fatigue detector, Sleepiness",Carolina Diaz-Piedra and Emilo Gomez-Milan and Leandro L. {Di Stasi},https://www.sciencedirect.com/science/article/pii/S0003687018306355,https://doi.org/10.1016/j.apergo.2019.06.001,0003-6870,2019,102870,81,Applied Ergonomics,Nasal skin temperature reveals changes in arousal levels due to time on task: An experimental thermal infrared imaging study,article,DIAZPIEDRA2019102870
"The purpose of this study is to research if a headrest benefits the comfort of the passenger and lowers muscle activity in the neck when sitting in a reclined (slouched) posture while watching in flight entertainment (IFE) in an aircraft business class seat. No significant differences in muscle activity in the musculus sternocleidomastoid and musculus trapezius pars descendant were found between the conditions with headrest and without headrest. A significant difference in expected comfort rating was found. Subjects indicated they expect to experience more comfort with a headrest when watching IFE for a duration of two movies during a long-haul flight. This study also found a significant difference in posture. In the condition without headrest the head was more upright compared to the condition with headrest. The lack of significant difference in muscle activity and the significant difference in posture may indicate that humans tend to look for a head position that is neutral, in the sense of minimal muscle effort. This study shows that the use of a headrest may benefit the comfort experience of the passenger during flight. However, further research is necessary on the design of the headrest and the long-term effects of head support on comfort, discomfort, muscle activity and fatigue for watching IFE in a slouched posture.","EMG, Posture, Neck angle, Aircraft seat, Headrest, Comfort, TV",M. Smulders and A. Naddeo and N. Cappetti and E.D. {van Grondelle} and U. Schultheis and P. Vink,https://www.sciencedirect.com/science/article/pii/S0003687018307567,https://doi.org/10.1016/j.apergo.2018.12.014,0003-6870,2019,25--37,79,Applied Ergonomics,Neck posture and muscle activity in a reclined business class aircraft seat watching IFE with and without head support,article,SMULDERS201925
"The manner in which control rooms are configured can impact the flow of information between command teams. Previous research revealed bottlenecks of communications between the Sonar Controller (SOC) and the Operations Officer (OPSO) in submarine control rooms. One way to relieve such bottlenecks is to co-locate operators reliant on one another for task relevant information. The aim of the current studies was to use multiple command teams to empirically examine a novel submarine control room configuration and a reduced crew size in comparison to a baseline of contemporary operations to see if such bottlenecks could be removed. Ten teams performed high and low demand Dived Tracking (DT) scenarios in a simulated submarine control room. Activities and communications of the teams were recorded and quantified using the Event Analysis of Systemic Teamwork (EAST) method affording statistical comparisons with a baseline condition of contemporary operations. The findings showed that the co-location of operators relieved the bottleneck of communications between the SOC and the OPSO. Although overall communications increased, this was more balanced across the team and was more adaptive to scenario demand. This was coupled with a significant increase in task completion, even with a reduced crew size, suggesting greater efficiency and productivity. Future research should seek to validate the changes observed with objective measures of task performance.","Submarine, Team work, Communications, Networks",Aaron P.J. Roberts and Neville A. Stanton and Daniel T. Fay and Kiome A. Pope,https://www.sciencedirect.com/science/article/pii/S0003687019301073,https://doi.org/10.1016/j.apergo.2019.102875,0003-6870,2019,102875,81,Applied Ergonomics,The effects of team co-location and reduced crewing on team communication characteristics,article,ROBERTS2019102875
"Smartphones have become a common tool of daily communication, and a number of text input methods are extensively used. Qwerty and T9 are two universally used smartphone input methods that differ in user experience (UX) when entering phrases with different complexity. Phrase complexity is an indication of the number and type of characters used in a phrase. This study evaluated the impact of both experience and phrase complexity on the UX of Qwerty and T9. Thirty-two participants with different experience levels (high and low) used both Qwerty or T9 to input 40 phrases (both simple and complex phrases). Input time, speed, error rate, galvanic skin response, heart rate, and perceived usability were analyzed as dependent variables. The results indicated that Qwerty was more effective than T9 for entering complex phrases, while no obvious difference was found for simple phrases. Experience had a positive impact on the input method, and Qwerty was more helpful for participants with low experience level. Performance, physiological reaction, and perceived usability data showed similar results. These findings aid the optimal design of text input systems for smartphones.","Smartphone, Input method, Phrase complexity, User experience, Performance",Ying Li and Fangzhou You and Xuqun You and Ming Ji,https://www.sciencedirect.com/science/article/pii/S0003687018306756,https://doi.org/10.1016/j.apergo.2019.05.019,0003-6870,2019,200--208,80,Applied Ergonomics,"Smartphone text input: Effects of experience and phrase complexity on user performance, physiological reaction, and perceived usability",article,LI2019200
"Back pain is a very common health problem and affects people across the world. This study applies an Inclusive Design approach to a community-based back pain service to understand the challenges, in relation to patients' capabilities, that can affect their access to the service. It consisted of three steps: i) online surveys and interviews with physiotherapists and collected patients' personal online care stories to gather insight into their experiences within the back pain care journeys; ii) estimated services' demands made on patients when they access the service and identified the related challenges and iii) proposed recommendations that could address the challenges for patients to access the service. The study suggests an Inclusive Design approach could help identify capability-related challenges such as vision and memory which could affect people's access to back pain treatment. In addition, the application of the approach also uncovered some non-capability-related challenges.","Accessibility, Inclusive healthcare, Capability",Yuanyuan Liu and Terry Dickerson and Paula Waddingham and P. John Clarkson,https://www.sciencedirect.com/science/article/pii/S0003687018306197,https://doi.org/10.1016/j.apergo.2019.102876,0003-6870,2019,102876,81,Applied Ergonomics,Improving people's access to community-based back pain treatment through an inclusive design approach,article,LIU2019102876
"The ability of Immersive Virtual Reality (IVR) systems to mimic the real world has made it possible to use this technology to create environments for remote collaborative work. This study aimed to understand the feasibility of immersive virtual reality when conducting a collaborative Information Architecture (IA) design task-card sorting, with geographically dispersed participants. Using a between-subjects experimental design, thirty groups of two individuals each completed a card sorting activity using conventional in-person, video screen-sharing method or immersive virtual reality methods. The dependent measures included total time, percentage match with master card set, usability, presence and perceived workload. Overall usability was found to be significantly higher for the immersive virtual reality condition when compared to conventional in-person card sorting. In addition, the new immersive virtual reality technology performed as well as the other two conditions for other dependent variables. Qualitative data from the participants also indicated a positive reaction to the use of immersive virtual reality for this task. Overall, the participants felt they were productive and enjoyed the IVR condition, indicating the potential of IVR-based approaches as an alternative to conventional approaches for IA design.","Computer-supported collaborative work, Virtual reality, Immersive systems, Information architecture design, Card sorting",Shraddhaa Narasimha and Emma Dixon and Jeffrey W. Bertrand and Kapil {Chalil Madathil},https://www.sciencedirect.com/science/article/pii/S0003687019300936,https://doi.org/10.1016/j.apergo.2019.05.009,0003-6870,2019,175--186,80,Applied Ergonomics,An empirical study to investigate the efficacy of collaborative immersive virtual reality systems for designing information architecture of software systems,article,NARASIMHA2019175
"The aim of this research was to study the relationship between user sustainable design attitudes versus behaviour, and to develop and test environmental personas as design tools. Current approaches towards environmentally sustainable design are primarily focused on capturing the environmentally conscious and pro-environmental consumers, or changing the attitude and behaviour of the anti-environmental consumer. In a survey of 521 consumers, environmental attitude was a poor predictor of environmental behaviour. A series of interviews was performed with different profiles of environmentally orientated users to assess their environmental attitudes and behaviour. The survey and interview data were used to develop four personas, one for each of the environmental attitude and behaviour types based on data from the consumer survey. A case study performed with university design students found that concepts generated by groups using environmentally orientated personas scored higher on environmental sustainability versus those generated by groups using an image board. This study illustrates how user-centred design approaches could be used to embed sustainable design in products by exploiting consumer environmental behaviour to overcome different attitudes and behaviour.","User centred design, Personas, Sustainability, Design, Environmental",Margaret Carey and Eoin J. White and Muireann McMahon and Leonard W. O'Sullivan,https://www.sciencedirect.com/science/article/pii/S0003687019300419,https://doi.org/10.1016/j.apergo.2019.02.005,0003-6870,2019,97--109,78,Applied Ergonomics,Using personas to exploit environmental attitudes and behaviour in sustainable product design,article,CAREY201997
"This study investigated whether there is empirical support for the current EU regulation mandating breaks of at least 10â?¯min after each period of 20â?¯min continuously reviewing X-ray images in airport security screening. As a second goal, it examined whether providing more autonomy to airport security officers (in the form of spontaneous rest breaks and adaptable automation) would improve their performance and subjective state. Seventy-two student participants had to indicate the presence (or absence) of a threat item (either a gun or a knife) in a series of grey-scaled X-ray images of cabin baggage. Three work-rest schedules were examined: spontaneous breaks (i.e. participants could take breaks at any time), two 5-min breaks and two 10-min breaks during a 1-h testing session. Furthermore, half of the participants were assisted in their task by an adaptable support system offering three levels of automation: (1) no support, (2) cues indicating the presence of a potential threat item, and (3) cues indicating the exact location of a potential threat item. Results showed no performance differences between break regimes, which suggests that there may be viable alternatives to the current EU regulations. It also emerged that providing participants with adaptable automation did not lead to better detection performance but resulted in a less positive response bias than participants without automatic support. Implications for current aviation security regulations are discussed.","Adaptable automation, Airport security, Visual inspection, System reliability, Performance",Alain Chavaillaz and Adrian Schwaninger and Stefan Michel and Juergen Sauer,https://www.sciencedirect.com/science/article/pii/S000368701930064X,https://doi.org/10.1016/j.apergo.2019.04.004,0003-6870,2019,66--75,79,Applied Ergonomics,Work design for airport security officers: Effects of rest break schedules and adaptable automation,article,CHAVAILLAZ201966
"Sit-to-stand workstations have been deployed in office environments to reduce sedentary behavior and improve worker's health. However, efforts to initiate and sustain long-term usage of sit-stand workstations has been a challenge, with primarily anecdotal evidence suggesting many employees cease using their sit-stand workstations once the newness diminishes. To objectively determine sit-stand workstation usage and what impact computer-based prompts would have on sit-stand desk use and sustainability, 200 office workers (118 control and 82 treatment) in two different geographic locations were continuously monitored over a 4 Â½ month period, which consisted of a 6-week baseline and a 3-month experimental period. During the 3-month experimental period, computer-based prompts elicited a 229% increase in daily standing transitions which was sustained over the entire 3 months with 40% of the participants adhering to a pre-determined sit to stand schedule. These findings indicate that the use of computer-based prompts can be used to motivate employees to change their behavior regarding the use of sit-to-stand workstations.","Behavior change, Sit-stand desks, Motivation, Body discomfort",Gregory Garrett and Hongwei Zhao and Adam Pickens and Ranjana Mehta and Leigh Preston and Amy Powell and Mark Benden,https://www.sciencedirect.com/science/article/pii/S000368701830348X,https://doi.org/10.1016/j.apergo.2019.04.003,0003-6870,2019,17--24,79,Applied Ergonomics,Computer-based Prompt's impact on postural variability and sit-stand desk usage behavior; a cluster randomized control trial,article,GARRETT201917
"Manual material handling (MMH) is associated with the development of work-related musculoskeletal disorders (MSDs). One-handed carrying is a particularly challenging form of MMH. Age and obesity have been increasing among the general and working populations in the United States and worldwide. While older and obese workers are more susceptible to MSDs in comparison to younger, healthy workers, the effects of one-handed carrying on trunk muscle activity among these populations have not been comprehensively studied. In this paper, we evaluate the effects of age and obesity on trunk muscle activity of six trunk muscle pairs during one-handed carrying of different loads. The results suggest that older and obese individuals do not exhibit considerably larger muscle activity than young and non-obese individuals while carrying a load of approximately 10â?¯kg in one hand for relatively short distances. Accordingly, 10â?¯kg appears to be an acceptable load to be occasionally carried in one hand by older and/or obese individuals from a muscle activity perspective.","One-handed carrying, Older, Obese, Muscle activity",Mohamed Badawy and Mark C. Schall and Michael E. Zabala and Jordan Coker and Gerard A. Davis and Richard F. Sesek and Sean Gallagher,https://www.sciencedirect.com/science/article/pii/S0003687018302564,https://doi.org/10.1016/j.apergo.2019.03.007,0003-6870,2019,217--223,78,Applied Ergonomics,Trunk muscle activity among older and obese individuals during one-handed carrying,article,BADAWY2019217
"A field study was conducted to investigate the probabilities of human participants to detect a small unmanned aerial vehicle (UAV) at a certain distance. A Phantom 4 quadcopter was remotely controlled to hover at one of the 32 pre-determined locations in the air. Thirty-two participants on the ground were requested to judge if they could see the quadcopter on a four-point scale: 1. definitely yes, 2. probably yes, 3. probably no, and 4. definitely no. The participants also responded whether they could hear the quadcopter on the same four-point scale. Logistic regression models were established to estimate the probability of detecting the quadcopter in the air, both visually and auditory. When navigating a quadcopter flying away from the operator, the sound stimulus diminished and then disappeared earlier than that of the sight of the quadcopter. The results of the study indicated that the probability of visual detection of the quadcopter at a distance of 300â?¯m was approximately 0.3. When adopting a 50% probability of visual detection and the â??definitely or probably yesâ? criterion, the estimated distance of line-of-sight was 245â?¯m. The corresponding visual angle was 0.065Â°. The information in this study is valuable for drone operators, operator training institutes, and drone designers. The aviation authorities may also consider revising the codes or regulations for small UAV operation based on our findings.","Unmanned aerial vehicle, Line-of-sight, Visual detection, Drone ergonomics, Logistic regression modeling",Kai Way Li and Huiqiao Jia and Lu Peng and Lang Gan,https://www.sciencedirect.com/science/article/pii/S0003687018305039,https://doi.org/10.1016/j.apergo.2019.102898,0003-6870,2019,102898,81,Applied Ergonomics,Line-of-sight in operating a small unmanned aerial vehicle: How far can a quadcopter fly in line-of-sight?,article,LI2019102898
"Ensuring a healthier working environment is of utmost importance for companies and global health organizations. In manufacturing plants, the ergonomic assessment of adopted working postures is indispensable to avoid risk factors of work-related musculoskeletal disorders. This process receives high research interest and requires extracting plausible postural information as a preliminary step. This paper presents a semi-automated end-to-end ergonomic assessment system of adopted working postures. The proposed system analyzes the human posture holistically, does not rely on any attached markers, uses low cost depth technologies and leverages the state-of-the-art deep learning techniques. In particular, we train a deep convolutional neural network to analyze the articulated posture and predict body joint angles from a single depth image. The proposed method relies on learning from synthetic training images to allow simulating several physical tasks, different body shapes and rendering parameters and obtaining a highly generalizable model. The corresponding ground truth joint angles have been generated using a novel inverse kinematics modeling stage. We validated the proposed system in real environments and achieved a joint angle mean absolute error (MAE) of 3.19Â±1.57â?? and a rapid upper limb assessment (RULA) grand score prediction accuracy of 89% with Kappa index of 0.71 which means substantial agreement with reference scores. This work facilities evaluating several ergonomic assessment metrics as it provides direct access to necessary postural information overcoming the need for computationally expensive post-processing operations.","Ergonomics, MSDs, RULA, RGB-D, Deep learning, ConvNet, CNN, Posture analysis",Ahmed Abobakr and Darius Nahavandi and Mohammed Hossny and Julie Iskander and Mohammed Attia and Saeid Nahavandi and Marty Smets,https://www.sciencedirect.com/science/article/pii/S0003687019300894,https://doi.org/10.1016/j.apergo.2019.05.004,0003-6870,2019,75--88,80,Applied Ergonomics,RGB-D ergonomic assessment system of adopted working postures,article,ABOBAKR201975
"We present a unique data visualisation approach, called workflow time charts, to illustrate the sequential and multi-dimensional nature of work in emergency departments. Using 40â?¯h of data from direct observations of emergency physicians, we applied the charts to visualise patient-stratified physiciansâ?? work as a continuous temporal process, including distinguishing tasks of different types and representing external prompts (similar to interruptions) and multitasking performance. The charts showed frequent changes in the nature of observed activities, with interleaved multitasking a constant feature and external prompts often clustered in time. Evidence of seniority-related differences in work were apparent with consultants switching between more concurrent patients and receiving more frequent clinical prompts than junior physicians, illustrating their overseeing and advice-giving role. The ubiquity of interleaved multitasking suggests a need to focus on developing individual strategies to support frequent cognitive switching. Work that appears fragmented at physician level may form part of a flexible and robust system, rather than an error-prone set of isolated individual behaviours.","Clinical work, Interruptions, Multitasking, Emergency department, Visualisation",Scott R. Walter and Magdalena Z. Raban and Johanna I. Westbrook,https://www.sciencedirect.com/science/article/pii/S0003687019300651,https://doi.org/10.1016/j.apergo.2019.04.005,0003-6870,2019,45--53,79,Applied Ergonomics,Visualising clinical work in the emergency department: Understanding interleaved patient management,article,WALTER201945
"This study compared the spinal moments (i.e., peak and cumulative moments acting on the L5/S1 joint), kinematics (i.e., peak trunk and knee angles) and work pace of workers, when either removing a box from a shelf or depositing a box on a shelf, under two conditions: as a single task or as part of a combined task. An experiment was conducted, in which the subjects performed the tasks and were recorded using a motion capture system. An automated program was developed to process the motion capture data. The results showed that, when the removing and depositing tasks were performed as part of a combined task (rather than as single tasks), subjects experienced smaller peak and cumulative spinal moments and they performed the tasks faster. The results suggest that investigations into the separate tasks that comprise a combination have a limited ability to predict kinematics and kinetics during the combined job.","Manual material handling, Spinal moment, Task duration, Kinematics",Yaar Harari and Raziel Riemer and Avital Bechar,https://www.sciencedirect.com/science/article/pii/S000368701930105X,https://doi.org/10.1016/j.apergo.2019.06.002,0003-6870,2019,102871,81,Applied Ergonomics,"Differences in spinal moments, kinematics and pace during single-task and combined manual material handling jobs",article,HARARI2019102871
"Objectives The purpose of this study was to investigate the accumulation of fatigue over a two-week offshore period. In particular, the effects of (1) time-of-day and days-on-shift as well as (2) acute and chronic sleep loss on the rate at which fatigue accumulates were investigated. Methods 42 day-shift offshore workers were examined. Fatigue was measured using pre- and post-shift scores on the Karolinska Sleepiness Scale (KSS). Total sleep time was measured using actigraphy (Motionwatch8, Camntech). Data was analyzed using a linear mixed model analyses. Results Average sleep loss per night was 92â?¯min (95%CI: 89.6â??94.0; pâ?¯<â?¯.001). Mean cumulative sleep loss across the study was 21:20hrs (SDâ?¯=â?¯08:10hrs) over the 14 days. Chronic sleep loss was significantly related to a modest increase in sleepiness (KSS) across the shift (95%CI: 0.01â??0.17; pâ?¯=â?¯.020) and in post-shift scores (95%CI:.07â??0.19; pâ?¯<â?¯.001). Time-of-day (95%CI: 0.63 to â??0.01; pâ?¯=â?¯.042) and days-on-shift (95%CI: 0.03â??0.08; pâ?¯<â?¯.001) as well as their interaction (95%CI: 0.08 to â??0.00; pâ?¯=â?¯.027) influenced the rate at which fatigue accumulated over a two-week offshore period. Conclusions Pre- and post-shift fatigue accumulate in different ways over the two-week offshore period. The accumulation of post-shift fatigue scores was positively related to successive days-on-shift and chronic sleep loss. Our results suggest that prolonging offshore periods will likely result in elevated fatigue risk. Accumulating fatigue and sleep loss over two-week offshore periods should be considered in fatigue risk management plans and systems.","Fatigue risk management, Occupational health, Occupational safety, Sleep, Sleepiness",V. Riethmeister and R.W. Matthews and D. Dawson and M.R. {de Boer} and S. Brouwer and U. BÃ¼ltmann,https://www.sciencedirect.com/science/article/pii/S0003687019300535,https://doi.org/10.1016/j.apergo.2019.02.010,0003-6870,2019,157--163,78,Applied Ergonomics,Time-of-day and days-on-shift predict increased fatigue over two-week offshore day-shifts,article,RIETHMEISTER2019157
"Among the possible approaches for building virtual environments (VE), researchers have recently started employing game engines (GE). Although there are already studies reporting the usage of GE-based VEs, their potential for supporting a more comprehensive workspace analysis (considering the physical, organizational and cognitive aspects of work) has yet to be better understood. The main goal of this paper is to investigate how a GE-based simulation of a real workplace (a local control room in an oil refinery) can be used as a tool by practitioners and researchers in evaluating work conditions. Participants (nâ?¯=â?¯38) were recruited to explore the simulation and evaluate the workplace dimensions represented. A comparison between the scores participants attributed to the work dimensions and the scores assigned by the ergonomics consultant was performed through a statistical test to verify whether they significantly differed or not. Out of the 10 aspects evaluated, only 3 presented significant differences, thus showing that GE suitability for ergonomics analysis is conditioned to the aspects represented. Qualitative data analysis highlighted participants' perception of GEs potential as an analysis and educational tool, as well as a medium for fostering communication and stakeholder involvement in the design process.","Virtual environments, Simulation, Game engine",Esdras Paravizo and Daniel Braatz,https://www.sciencedirect.com/science/article/pii/S0003687019300018,https://doi.org/10.1016/j.apergo.2019.01.001,0003-6870,2019,22--28,77,Applied Ergonomics,"Using a game engine for simulation in ergonomics analysis, design and education: An exploratory study",article,PARAVIZO201922
"The commitment of managers is one of the facilitators of participatory ergonomics (PE). However, to achieve this, practical practitionersâ?? strategies vary depending on the organizational context and type of stakeholder and are poorly described in the literature. The purpose of this paper is to describe and to analyze the process and strategies that led to senior managers commitment during a decision-making intervention in a subcontracting context. A reflexive practice method was used to describe strategies implemented during a multi-site research project focusing on musculoskeletal disorders prevention in the meat processing sector. A 3 levels commitment method was developed which included: each subcontractor individually, subcontractors together, and subcontractors with their main contractor. Four strategies from the literature were firstly implemented: the creation of a steering committee, the identification of tendencies to act, the transfer of knowledge and moderation of collective discussion. An additional new strategy based on the sharing of a common interest â?? knife sharpening and maintenance was necessary to achieve the commitment. These results reinforce the importance of stakeholder strategies commitment in PE. A greater consideration for developing a valid framework is needed.","Manager commitment, Participatory ergonomics, Reflexivity, Subcontracting, Meat processing",A. Cuny-Guerrier and A. Savescu and D. Tappin,https://www.sciencedirect.com/science/article/pii/S0003687018302163,https://doi.org/10.1016/j.apergo.2019.102878,0003-6870,2019,102878,81,Applied Ergonomics,Strategies to commit senior subcontractor managers in participatory ergonomics interventions,article,CUNYGUERRIER2019102878
